"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Car2",5.97169650892731e-08,0.497905673361159,0.185,0.079,0.000997452467886129,"7","Car2"
"Il21r1",6.01074533132186e-08,0.503450127112247,0.355,0.225,0.00100397479269069,"7","Il21r"
"Ywhaq1",7.75006561133712e-08,0.319199329677818,0.775,0.759,0.00129449345906164,"7","Ywhaq"
"Serpinb91",8.48904648990065e-08,0.545870081656707,0.535,0.422,0.00141792543520811,"7","Serpinb9"
"Rpl121",9.34131762097472e-08,0.271434182094984,0.935,0.948,0.00156028028223141,"7","Rpl12"
"Gm98441",1.21591830637755e-07,0.328029137364214,0.755,0.735,0.00203094834714242,"7","Gm9844"
"BC0216141",1.8214910926601e-07,0.38737137723761,0.305,0.184,0.00304243657207016,"7","BC021614"
"Rsrp11",2.07619397576108e-07,0.301375815433615,0.835,0.875,0.00346786679771373,"7","Rsrp1"
"Il18r11",2.88007154633075e-07,0.370292941538899,0.355,0.227,0.00481058350383626,"7","Il18r1"
"Crot",3.466927937469e-07,0.395971847131066,0.28,0.165,0.00579080973395447,"7","Crot"
"Satb12",3.55349730614168e-07,0.537140899632439,0.465,0.353,0.00593540655044845,"7","Satb1"
"H2-T222",3.63750778331488e-07,0.412540261886037,0.575,0.494,0.00607572925047085,"7","H2-T22"
"Tnfaip8l21",4.31732114615978e-07,0.432791091280535,0.465,0.384,0.00721122151043068,"7","Tnfaip8l2"
"Klrc2",4.95663731358143e-07,0.334647464270908,0.23,0.121,0.00827907130487506,"7","Klrc2"
"Stat31",5.28463959967813e-07,0.318776688085788,0.785,0.779,0.00882693352334238,"7","Stat3"
"Limd21",5.3187984342046e-07,0.321519240466741,0.56,0.474,0.00888398902465195,"7","Limd2"
"Stk17b1",6.46883925330282e-07,0.314687774421831,0.815,0.801,0.0108049022047917,"7","Stk17b"
"Ss181",6.77767423541524e-07,0.374357661771093,0.45,0.356,0.0113207492754141,"7","Ss18"
"Rpl27-ps3",1.00770895515979e-06,0.292136241161844,0.775,0.791,0.016831762678034,"7","Rpl27-ps3"
"Cox7a2l",1.05612830290633e-06,0.252730431763986,0.8,0.794,0.0176405110434445,"7","Cox7a2l"
"Stat4",1.08227747731219e-06,0.317856299816141,0.285,0.168,0.0180772807035455,"7","Stat4"
"Serpinb6b",1.29672795139803e-06,0.50969391152339,0.445,0.345,0.0216592469722012,"7","Serpinb6b"
"Rgs16",1.37128158881349e-06,0.37468444010458,0.14,0.058,0.0229045163779518,"7","Rgs16"
"Ccr81",1.67945738951737e-06,0.328148001632187,0.2,0.101,0.0280519767771086,"7","Ccr8"
"S1pr41",2.36722273615206e-06,0.307252943681774,0.28,0.167,0.0395397213619478,"7","S1pr4"
"Eef1g",2.81064727643963e-06,0.289358026022588,0.83,0.845,0.0469462414583711,"7","Eef1g"
"Faah1",2.94954112502581e-06,0.335898902180125,0.315,0.205,0.0492661854113061,"7","Faah"
"Rpl22l1",3.03536169361483e-06,0.273034100493633,0.925,0.933,0.0506996463684486,"7","Rpl22l1"
"Cd37",3.36389012955705e-06,0.366018836747382,0.53,0.459,0.0561870568339914,"7","Cd37"
"Mknk21",4.68108689729003e-06,0.405907115461847,0.52,0.484,0.0781881944454354,"7","Mknk2"
"Pld32",5.62145627333323e-06,0.354000893430885,0.65,0.652,0.0938951841334849,"7","Pld3"
"Nabp11",5.82803671361902e-06,0.38094447292446,0.575,0.532,0.0973456972275785,"7","Nabp1"
"Ppp1r16b2",6.53754249652098e-06,0.461847587057695,0.515,0.446,0.10919657231939,"7","Ppp1r16b"
"Mndal1",7.4720129176442e-06,0.361536521883052,0.405,0.301,0.124805031763411,"7","Mndal"
"Dgka",8.74620322505401e-06,0.29680126804321,0.175,0.09,0.146087832468077,"7","Dgka"
"Ms4a6b3",9.59975677375086e-06,0.524910795093245,0.4,0.295,0.160344737391961,"7","Ms4a6b"
"Ptpn18",1.05685730489679e-05,0.278504039454349,0.68,0.644,0.176526875636911,"7","Ptpn18"
"Plekha22",1.48046311131919e-05,0.358033434341586,0.565,0.523,0.247281753483645,"7","Plekha2"
"Spn1",1.53644610148006e-05,0.350124425432691,0.42,0.332,0.256632592330214,"7","Spn"
"Dusp2",1.55911420131933e-05,0.38965532787645,0.51,0.442,0.260418845046367,"7","Dusp2"
"Bcl2a1d1",1.70196424536601e-05,0.303798203852035,0.57,0.489,0.284279087903485,"7","Bcl2a1d"
"B4galt12",1.8618241996213e-05,0.379179169465885,0.485,0.436,0.310980496062745,"7","B4galt1"
"Eef1d",2.63131305437445e-05,0.303207252795804,0.69,0.743,0.439508219472165,"7","Eef1d"
"4930523C07Rik2",2.83602128514812e-05,0.310173892479995,0.675,0.665,0.47370063525829,"7","4930523C07Rik"
"Kmt2e",3.67816723537053e-05,0.286449084209375,0.645,0.634,0.61436427332394,"7","Kmt2e"
"Anxa61",4.20754321926176e-05,0.332222215571485,0.56,0.54,0.702785943913291,"7","Anxa6"
"Pik3r11",4.82816848129379e-05,0.328405123222469,0.545,0.506,0.806448981430501,"7","Pik3r1"
"Sorl11",4.83438065904546e-05,0.316606079556125,0.195,0.113,0.807486601480362,"7","Sorl1"
"Slfn12",4.92147256217525e-05,0.446473453239007,0.25,0.164,0.822033562060132,"7","Slfn1"
"S1pr1",5.15641906853813e-05,0.370581837187064,0.155,0.081,0.861276677017924,"7","S1pr1"
"Dgat12",5.21240797812761e-05,0.47901780355104,0.545,0.539,0.870628504586655,"7","Dgat1"
"Celf2",5.8288310941485e-05,0.316195271240984,0.59,0.576,0.973589657655624,"7","Celf2"
"9930111J21Rik2",6.0724529496984e-05,0.284052674633468,0.195,0.114,1,"7","9930111J21Rik2"
"H2-Q6",6.08964530722417e-05,0.386261650357331,0.35,0.261,1,"7","H2-Q6"
"Arid5a1",7.52716796899364e-05,0.315564570851365,0.6,0.572,1,"7","Arid5a"
"Klhl6",9.25725753462239e-05,0.252718426989611,0.16,0.085,1,"7","Klhl6"
"Nrgn1",0.000127009360080391,0.574359752008755,0.24,0.163,1,"7","Nrgn"
"Carnmt1",0.000127734982293366,0.352901692748858,0.36,0.288,1,"7","Carnmt1"
"Mat2b",0.000130510876889131,0.330981536004069,0.44,0.39,1,"7","Mat2b"
"Rnaset2b",0.00017202947656279,0.267235241758223,0.5,0.466,1,"7","Rnaset2b"
"Cct4",0.00017554793863386,0.269703862784085,0.6,0.601,1,"7","Cct4"
"Epsti11",0.000184689362098116,0.32977183242139,0.385,0.314,1,"7","Epsti1"
"Vcpkmt",0.000237296031919258,0.266364090100509,0.235,0.157,1,"7","Vcpkmt"
"Il18rap1",0.000244873887201864,0.283105816795858,0.24,0.157,1,"7","Il18rap"
"Gzmb",0.000273146046054834,0.564200112211637,0.405,0.329,1,"7","Gzmb"
"Klk82",0.000391059488268397,0.339488681288179,0.355,0.287,1,"7","Klk8"
"Ogt2",0.000408220383159566,0.315539783496327,0.465,0.437,1,"7","Ogt"
"Atp11b",0.000436219120742817,0.346839059115136,0.455,0.418,1,"7","Atp11b"
"Jakmip11",0.000515441096722815,0.30709955978982,0.22,0.147,1,"7","Jakmip1"
"Tesc1",0.000528071297322785,0.340740067304974,0.235,0.162,1,"7","Tesc"
"Pla2g161",0.000560953206214753,0.302343208366693,0.28,0.204,1,"7","Pla2g16"
"Rhoh1",0.000628469972340301,0.276796133748348,0.375,0.312,1,"7","Rhoh"
"Abcb1a",0.000747881706605729,0.253855837995241,0.16,0.095,1,"7","Abcb1a"
"Gpr55",0.000766224024276297,0.295237242968081,0.18,0.114,1,"7","Gpr55"
"Tnfrsf4",0.000855673111532728,0.254289298415233,0.335,0.262,1,"7","Tnfrsf4"
"AI4676061",0.000881559888767072,0.288750684135673,0.3,0.225,1,"7","AI467606"
"Zc3hav11",0.00104445242510135,0.303562686162568,0.54,0.559,1,"7","Zc3hav1"
"Bend41",0.00109301484874027,0.372952012393809,0.285,0.223,1,"7","Bend4"
"Lat3",0.00114057088632577,0.295069024963692,0.64,0.627,1,"7","Lat"
"Bin2",0.00140398719213599,0.309240037781458,0.4,0.354,1,"7","Bin2"
"Gm267401",0.00140746817102604,0.292578173975818,0.215,0.144,1,"7","Gm26740"
"Gpr181",0.00152129806652592,0.285564814663817,0.2,0.134,1,"7","Gpr18"
"Tcf71",0.00159554708993059,0.344271774483132,0.27,0.211,1,"7","Tcf7"
"Tapbpl",0.00163918031572318,0.384589261533907,0.35,0.296,1,"7","Tapbpl"
"Tecpr1",0.00173767909578384,0.313607889221935,0.26,0.196,1,"7","Tecpr1"
"Ppp1r12a",0.00186047727231065,0.285519971107894,0.44,0.421,1,"7","Ppp1r12a"
"Pdcd11",0.00213139683589335,0.630590132094098,0.245,0.184,1,"7","Pdcd1"
"Cx3cr1",0.00220714436872335,0.255433145328346,0.15,0.094,1,"7","Cx3cr1"
"Slc9a3r11",0.00276139937839087,0.309131546371502,0.51,0.523,1,"7","Slc9a3r1"
"Itm2c1",0.00288085908720123,0.398248356927913,0.645,0.726,1,"7","Itm2c"
"Hspd1",0.00298147186745697,0.264459749918055,0.5,0.493,1,"7","Hspd1"
"Smco41",0.00311490556884455,0.326522238722426,0.305,0.251,1,"7","Smco4"
"Tprgl2",0.00358100804219529,0.25144792378965,0.565,0.6,1,"7","Tprgl"
"Rwdd1",0.00460514561869506,0.263875354602119,0.5,0.52,1,"7","Rwdd1"
"Fam46a1",0.00464147944634668,0.544384677378269,0.405,0.39,1,"7","Fam46a"
"Aim1",0.00481704325447872,0.287522591756114,0.325,0.289,1,"7","Aim1"
"Trp53",0.00483396024233416,0.272347662639006,0.445,0.442,1,"7","Trp53"
"5430421N21Rik2",0.00523352838837084,0.34628083604024,0.225,0.168,1,"7","5430421N21Rik"
"Whsc1l11",0.00538382881810713,0.255560727161265,0.6,0.656,1,"7","Whsc1l1"
"Dock2",0.00604473219623245,0.261765113727513,0.355,0.32,1,"7","Dock2"
"Wdyhv1",0.00636968933458278,0.291703265856927,0.185,0.133,1,"7","Wdyhv1"
"Gbp7",0.00819170469874734,0.301654651230722,0.2,0.147,1,"7","Gbp7"
"Rgcc1",5.25286403515335e-56,1.33717232459056,0.935,0.702,8.77385879791665e-52,"8","Rgcc"
"Fosb1",2.23122059685081e-50,1.25599949074736,0.805,0.466,3.72680776291991e-46,"8","Fosb"
"Klf41",1.49288035235976e-47,1.37398165884048,0.85,0.602,2.49355805254651e-43,"8","Klf4"
"Ier21",9.09850354907767e-45,1.04742660367288,0.88,0.731,1.51972304780244e-40,"8","Ier2"
"Junb2",1.07616967793963e-44,0.927132372961083,0.995,0.982,1.79752621306257e-40,"8","Junb"
"Ubb1",2.56415655316869e-42,0.715324609753377,1,0.998,4.28291069075767e-38,"8","Ubb"
"Tob11",1.05640332930254e-41,1.05772674858488,0.71,0.409,1.76451048093403e-37,"8","Tob1"
"Eef1a12",1.48940151805232e-40,0.410853959913563,1,0.999,2.48774735560279e-36,"8","Eef1a1"
"Nr4a11",2.18282082445428e-40,1.17242483040488,0.805,0.589,3.64596562308599e-36,"8","Nr4a1"
"Smad71",5.25637027303172e-40,0.935958843038278,0.79,0.528,8.77971526704489e-36,"8","Smad7"
"Lmna1",1.21609891890715e-39,0.815565941154122,0.995,0.952,2.03125002425061e-35,"8","Lmna"
"Jund",6.76169217627104e-39,0.785567235748486,0.95,0.941,1.12940544420255e-34,"8","Jund"
"Rpl13a2",3.3657038187205e-37,0.394410661703212,1,0.999,5.62173508840885e-33,"8","Rpl13a"
"Rpl172",1.07241270414947e-34,0.43198057890792,1,0.998,1.79125093974086e-30,"8","Rpl17"
"Zfp36l21",3.73217924752675e-34,0.918310856825721,0.9,0.777,6.23385899714392e-30,"8","Zfp36l2"
"mt-Co3",8.19971779673496e-34,0.348775299014537,1,0.999,1.36959886358864e-29,"8","mt-Co3"
"Hspa8",8.64712046714511e-32,0.558444265565182,0.995,0.996,1.44432853162725e-27,"8","Hspa8"
"Rps72",6.64007282037137e-31,0.397796008126924,0.99,0.992,1.10909136318663e-26,"8","Rps7"
"Rpl18a2",3.31673132601743e-30,0.350689763510951,1,0.999,5.53993633384691e-26,"8","Rpl18a"
"Cd691",3.43928264378996e-30,1.04125171922634,0.63,0.367,5.74463379992237e-26,"8","Cd69"
"Nfkbid1",3.69608118135289e-30,1.04994316071867,0.59,0.327,6.17356439721373e-26,"8","Nfkbid"
"Rps161",5.350541574808e-30,0.353648233302477,0.995,0.998,8.9370095924018e-26,"8","Rps16"
"Hsp90ab1",1.04047553402557e-29,0.59171882984139,0.985,0.961,1.73790628448291e-25,"8","Hsp90ab1"
"Rpl191",1.67148737304734e-29,0.345122181697125,1,0.998,2.79188535920098e-25,"8","Rpl19"
"Phlda1",2.57947164733577e-29,1.05737430788812,0.74,0.534,4.30849149254494e-25,"8","Phlda1"
"Atf3",4.90492598127097e-29,1.32775449019106,0.65,0.411,8.1926978665169e-25,"8","Atf3"
"Amica12",5.97957791485266e-29,0.867224379389961,0.565,0.293,9.9876889911784e-25,"8","Amica1"
"Rps242",8.74607545376933e-29,0.357817150822903,1,0.998,1.46085698304309e-24,"8","Rps24"
"Pxdc13",4.50781689953872e-27,0.658149396905655,0.835,0.582,7.52940656729952e-23,"8","Pxdc1"
"Dnaja11",5.05200138676014e-27,0.713678654712531,0.92,0.907,8.43835791630546e-23,"8","Dnaja1"
"mt-Nd1",5.11862562065497e-27,0.369192264836632,1,0.991,8.54964037418e-23,"8","mt-Nd1"
"Rps272",1.27308883089669e-26,0.308136752607463,1,0.999,2.12644027424674e-22,"8","Rps27"
"Rps132",1.70591618483052e-26,0.343509367886083,0.995,0.996,2.84939180352242e-22,"8","Rps13"
"Gm17056",2.30152351187814e-26,0.742983652921111,0.36,0.123,3.84423472189006e-22,"8","Gm17056"
"Rpl141",2.67808784530698e-26,0.363483766950436,1,0.992,4.47321012801624e-22,"8","Rpl14"
"Rpl321",4.81260163427259e-26,0.344186513717241,1,0.999,8.03848850972551e-22,"8","Rpl32"
"Cd823",7.07567135061774e-26,0.650539485438786,0.81,0.663,1.18184938569368e-21,"8","Cd82"
"Nfkbia2",7.78081337287174e-26,0.687323629929986,0.97,0.914,1.29962925767077e-21,"8","Nfkbia"
"Bcl11b2",9.01379544252069e-26,0.788253861880338,0.6,0.352,1.50557425276423e-21,"8","Bcl11b"
"Rps112",1.5436311940527e-25,0.348787258014685,1,0.997,2.57832718342623e-21,"8","Rps11"
"Rps14",1.68391647498784e-25,0.283979957592933,1,0.999,2.81264568817218e-21,"8","Rps14"
"Saraf4",3.50322207434429e-25,0.5349851987728,0.92,0.843,5.85143183077727e-21,"8","Saraf"
"Uhrf22",1.31547046205007e-24,0.844559890271769,0.725,0.558,2.19723031276224e-20,"8","Uhrf2"
"Lat4",1.68183906238413e-24,0.656010520390339,0.77,0.62,2.80917578590021e-20,"8","Lat"
"Rpl211",2.15453471349558e-24,0.36439385610342,0.995,0.994,3.59871933195167e-20,"8","Rpl21"
"Rpl23a2",2.21159804210404e-24,0.301732024047166,1,0.996,3.69403220972638e-20,"8","Rpl23a"
"S100a61",3.07875824265936e-24,0.430101957281094,1,0.991,5.14244989271393e-20,"8","S100a6"
"Rpl351",3.79964370109043e-24,0.33522539526925,0.995,0.994,6.34654487393135e-20,"8","Rpl35"
"Klf6",5.55008842313852e-24,0.973474752485925,0.88,0.81,9.27031269316827e-20,"8","Klf6"
"Rps4x1",2.90437552428759e-23,0.360346808639806,1,0.996,4.85117843821756e-19,"8","Rps4x"
"Rpl34",3.85792343119266e-23,0.356817776263912,1,0.993,6.4438895071211e-19,"8","Rpl3"
"Dnajb1",3.95898218716345e-23,0.801658352242927,0.68,0.548,6.61268794721912e-19,"8","Dnajb1"
"Klf2",7.32479660004121e-23,1.63989400360757,0.565,0.339,1.22346077610488e-18,"8","Klf2"
"Rora2",7.40039064973212e-23,0.629308492965242,0.755,0.535,1.23608725022476e-18,"8","Rora"
"Emb3",7.64488224201582e-23,0.569573925819461,0.905,0.794,1.2769246808839e-18,"8","Emb"
"F2r1",8.30733897769558e-23,0.738452690608625,0.465,0.223,1.38757482944449e-18,"8","F2r"
"Cryba41",9.25074918588698e-23,0.668077761533066,0.355,0.13,1.5451526365187e-18,"8","Cryba4"
"5830411N06Rik1",4.93853640596984e-22,0.795157243042414,0.4,0.167,8.24883735889143e-18,"8","5830411N06Rik"
"Eef22",1.34816585261944e-21,0.352440053764912,0.995,0.984,2.25184142363025e-17,"8","Eef2"
"Rps181",2.36715098941387e-21,0.269221882113757,1,0.999,3.95385229761798e-17,"8","Rps18"
"Rpl37a",2.60053079499273e-21,0.280778777979181,1,0.999,4.34366658687637e-17,"8","Rpl37a"
"Rps15a2",2.79177000763484e-21,0.311859015620527,0.995,0.995,4.66309344375247e-17,"8","Rps15a"
"Rpl111",3.78558595477576e-21,0.327089610082125,0.985,0.994,6.32306422026195e-17,"8","Rpl11"
"mt-Atp6",8.73277847263403e-21,0.252181547334771,1,1,1.45863598828406e-16,"8","mt-Atp6"
"Rpl6",9.18073901289118e-21,0.297450127797556,0.995,0.996,1.53345883732321e-16,"8","Rpl6"
"Rps51",1.48988273843171e-20,0.314172438714305,1,0.997,2.48855113800249e-16,"8","Rps5"
"Rplp2",3.63383700355416e-20,0.284257742956255,0.995,0.997,6.06959794703651e-16,"8","Rplp2"
"Rplp0",6.83214811779088e-20,0.330562215034613,1,0.999,1.14117370011461e-15,"8","Rplp0"
"Ubc",7.7059018588504e-20,0.653002445111431,0.945,0.955,1.28711678748378e-15,"8","Ubc"
"Rps151",1.1066568492146e-19,0.327205882142915,0.99,0.99,1.84844893524314e-15,"8","Rps15"
"Serpinb1a2",1.34264161251027e-19,0.518802712800428,0.585,0.338,2.2426142853759e-15,"8","Serpinb1a"
"Rps21",1.50770268611307e-19,0.347804458220505,0.99,0.973,2.51831579661466e-15,"8","Rps21"
"Rps231",1.54678620683995e-19,0.262035226329036,0.995,0.998,2.58359700128477e-15,"8","Rps23"
"Rps10",3.46968278243986e-19,0.348289383215407,0.99,0.977,5.7954111515093e-15,"8","Rps10"
"Hspa51",4.43136255376876e-19,0.450917220167141,0.975,0.941,7.40170487355996e-15,"8","Hspa5"
"Rpl302",6.87371589488788e-19,0.387713663850588,0.945,0.964,1.14811676592312e-14,"8","Rpl30"
"Eif3h2",7.26931508973538e-19,0.435245016151734,0.915,0.881,1.2141936994385e-14,"8","Eif3h"
"Rpl362",8.79217262408977e-19,0.284652861737535,0.99,0.993,1.46855659340171e-14,"8","Rpl36"
"Rps28",9.12926712285355e-19,0.27912713131461,1,0.996,1.52486148753023e-14,"8","Rps28"
"Crip13",1.17800749494365e-18,0.439335522201958,1,0.996,1.96762591880437e-14,"8","Crip1"
"Hcst4",1.73461866876677e-18,0.460723873454755,0.825,0.716,2.89733356244113e-14,"8","Hcst"
"Pim11",2.41980569922146e-18,0.581413770641481,0.87,0.865,4.04180145940961e-14,"8","Pim1"
"Rpl42",2.65564929722829e-18,0.321624148567933,0.995,0.985,4.43573102116042e-14,"8","Rpl4"
"Rpl131",3.38386357865816e-18,0.30797438902412,1,0.998,5.65206733543272e-14,"8","Rpl13"
"Dusp11",5.13904715067502e-18,0.995211808430116,0.84,0.801,8.58375045577249e-14,"8","Dusp1"
"Rpl39",5.8243844937792e-18,0.288040721597944,0.995,0.996,9.7284694199594e-14,"8","Rpl39"
"Rpl82",6.59527527453758e-18,0.295719103409439,0.985,0.994,1.10160882910601e-13,"8","Rpl8"
"Klf10",8.50696941438566e-18,0.75849545729847,0.48,0.288,1.42091910128484e-13,"8","Klf10"
"Rpl122",9.8211787661687e-18,0.373477483160007,0.96,0.947,1.64043148931316e-13,"8","Rpl12"
"Nebl2",1.10700786801681e-17,0.679025774736099,0.365,0.166,1.84903524194848e-13,"8","Nebl"
"Slc38a2",1.39711368723212e-17,0.69352196512134,0.71,0.635,2.33359899178381e-13,"8","Slc38a2"
"Rps201",1.55413373656863e-17,0.344502442559278,0.99,0.986,2.59586958019058e-13,"8","Rps20"
"Tsc22d3",1.83793514645843e-17,0.792435336643471,0.65,0.515,3.06990307512952e-13,"8","Tsc22d3"
"Pnrc11",2.16115699877117e-17,0.514324517976225,0.87,0.86,3.60978053504748e-13,"8","Pnrc1"
"Odc13",2.66388989338346e-17,0.585953288623799,0.885,0.834,4.4494952889184e-13,"8","Odc1"
"Itgb71",6.07008292798026e-17,0.532610172137398,0.72,0.611,1.01388595146054e-12,"8","Itgb7"
"Hsp90aa1",7.05454861581753e-17,0.720658645144192,0.825,0.864,1.1783212553e-12,"8","Hsp90aa1"
"Gm8730",1.52303910485135e-16,0.348967565565609,0.965,0.945,2.54393221683321e-12,"8","Gm8730"
"Rpl15",2.1722614413977e-16,0.28070682422684,0.985,0.98,3.62832828556657e-12,"8","Rpl15"
"Ccnl11",2.21485333922451e-16,0.584147447176651,0.745,0.699,3.6994695325067e-12,"8","Ccnl1"
"Tnf1",1.06512613370516e-15,0.616908349688199,0.42,0.235,1.77908018112773e-11,"8","Tnf"
"Rps171",1.72873488186352e-15,0.276631658487877,0.97,0.979,2.88750587317664e-11,"8","Rps17"
"Atp2b12",1.75126067945821e-15,0.449158856225363,0.825,0.733,2.92513071289904e-11,"8","Atp2b1"
"Ramp11",1.91351862058471e-15,0.776682446062003,0.525,0.361,3.19615015196264e-11,"8","Ramp1"
"Rpl23a-ps32",1.96718094934949e-15,0.326142391712755,0.95,0.939,3.28578233969845e-11,"8","Rpl23a-ps3"
"Rps27rt2",1.98161339702551e-15,0.350451704432527,0.98,0.974,3.3098888570517e-11,"8","Rps27rt"
"Ero1l2",2.14176862365097e-15,0.681416230363339,0.52,0.357,3.57739613208422e-11,"8","Ero1l"
"Rpl312",2.76880784056418e-15,0.30384069178814,0.985,0.985,4.62473973609434e-11,"8","Rpl31"
"Rplp11",4.8729017691658e-15,0.264806179054457,0.995,0.996,8.13920782503764e-11,"8","Rplp1"
"Ddx51",1.01300192142842e-14,0.362115059345567,0.985,0.984,1.69201710936188e-10,"8","Ddx5"
"Rpsa1",1.98503289117347e-14,0.288423515973119,0.98,0.983,3.31560043812705e-10,"8","Rpsa"
"S100a41",2.19830083938852e-14,0.434664284571379,0.955,0.932,3.67182189203065e-10,"8","S100a4"
"Gadd45b1",2.80052386038113e-14,0.774543447473963,0.745,0.672,4.67771500399461e-10,"8","Gadd45b"
"Rpl24",4.62887622280287e-14,0.260448587815862,1,0.995,7.73161195494764e-10,"8","Rpl24"
"Zfp36l12",8.56492614273741e-14,0.576301559308309,0.79,0.743,1.43059961362143e-09,"8","Zfp36l1"
"Adrb2",1.47483211886068e-13,0.593394455731051,0.325,0.157,2.463412088133e-09,"8","Adrb2"
"Rcsd12",2.18396022753254e-13,0.549252383033697,0.485,0.317,3.6478687680476e-09,"8","Rcsd1"
"Csrnp1",2.47948447492584e-13,0.656826845241733,0.64,0.603,4.14148291846864e-09,"8","Csrnp1"
"Prdx63",3.95106641818415e-13,0.558217742437184,0.75,0.723,6.59946623829298e-09,"8","Prdx6"
"Vps37b3",4.60899400671009e-13,0.67645648109007,0.855,0.867,7.69840268940785e-09,"8","Vps37b"
"Faah2",5.12495871595657e-13,0.549528172297026,0.37,0.202,8.56021854326225e-09,"8","Faah"
"Eif3e1",5.89592308608043e-13,0.472652292433932,0.795,0.779,9.84796033068014e-09,"8","Eif3e"
"Gm118082",9.05347962869467e-13,0.344080312290656,0.87,0.895,1.51220270238087e-08,"8","Gm11808"
"Nr3c12",1.32281060936186e-12,0.503070761349877,0.635,0.547,2.20949056081712e-08,"8","Nr3c1"
"H3f3b1",2.57045548720502e-12,0.312341559103146,1,0.999,4.29343180027854e-08,"8","H3f3b"
"Mycn1",2.97865445863488e-12,0.447877549418356,0.17,0.055,4.97524654225784e-08,"8","Mycn"
"Rabac12",3.379120003226e-12,0.409291768932922,0.77,0.777,5.64414414138839e-08,"8","Rabac1"
"Rpl36a1",7.12141996283676e-12,0.281285835340323,0.98,0.968,1.18949077639262e-07,"8","Rpl36a"
"Cdc42ep3",8.69730655859426e-12,0.599411424757537,0.485,0.351,1.452711114482e-07,"8","Cdc42ep3"
"Wdr89",9.76180382338257e-12,0.310675832188493,0.95,0.94,1.63051409261959e-07,"8","Wdr89"
"Actn21",1.1418697420411e-11,0.411229635160385,0.285,0.129,1.90726503013124e-07,"8","Actn2"
"Ptpn181",1.55361404979466e-11,0.382504035950381,0.73,0.641,2.59500154737202e-07,"8","Ptpn18"
"Nrip1",1.70697476753107e-11,0.709453431211869,0.415,0.27,2.85115995420714e-07,"8","Nrip1"
"Ncor12",1.89514960445647e-11,0.480325480866515,0.705,0.681,3.16546838432363e-07,"8","Ncor1"
"Rbm38",2.35623673842328e-11,0.593702156804691,0.375,0.229,3.93562222418841e-07,"8","Rbm38"
"Gm94932",2.44600993843081e-11,0.422441541768555,0.86,0.855,4.08557040016098e-07,"8","Gm9493"
"Rpl10a",3.20144596005046e-11,0.251566653421683,0.98,0.973,5.34737518707228e-07,"8","Rpl10a"
"Rpl29",3.73005661052313e-11,0.29833142563563,0.97,0.972,6.23031355655678e-07,"8","Rpl29"
